Title Cleaned,Ingredients Cleaned,Steps
pepes ayam bumbu rempah,"potong ayam , cabai rawit , cabai merah keriting , bawang merah , bawang putih , tomat hijau , kunyit , jahe , kemiri , daun salam , daun jeruk , daun kemangi , serai , gula , garam , kaldu bubuk , jeruk nipis","1) Cuci ayam dengan bersih, kemudian beri garam dan jeruk nipis. Tungu hingga 10 menit
2) Sangrai bawang merah, bawang putih, kemiri, kunyit dan jahe. Fungsinya agar bumbu tidak langu.
3) Blender cabai merah, dan bumbu yang disangrai tadi.
4) Balurkan bumbu yang sudah halus ke ayam hingga merata.
5) Tambahkan daun kemangi, daun jeruk, sereh, cabai rawit utuh dan irisan tomat.
6) Bungkus dengan daun pisang satu persatu ayamnya.
7) Kukus ayam hingga air kukusan surut agar ayam menjadi empuk.
8) Setelah dikukus, bakar ayam diatas pemanggang."
fried chicken ala kfc,"sayap ayam negeri , minyak goreng , air merebus ayam , sejumput garam , bawang putih geprek , baluran tepung , tepung tapioka , tepung segitiga biru , garam , kaldu jamur , bawang putih , celupan basah , telur ayam , sejumput garam","1) Cuci bersih semua ayam, potong2.
2) Rebus air mendidih, tambahkan sejumput garam dan bawang putih yg sdh digeprek. Masukkan ayam, masak hingga matang. (ayam saya rebus dulu agar sewaktu menggoreng dg tepung hanya sebentar dan krn sebentar utk menghindari ayam masih mentah, jd solusinya saya merebus ayam smp matang dulu ya).
3) Campur semua bahan baluran tepung, tapioka, terigu, garam, kaldu jamur dan bawang putih halus di wadah. Ratakan.
4) Di tempat lain, kocok lepas telur ayam dg sejumput garam.
5) Ayam yg sdh ditiriskan tadi masukkan ke baluran tepung, remes2 sebentar, masukkan dlm telur, masukkan lagi ke baluran tepung. Goreng dg minyak yg sdh panas dg api kecil ke sedang. Masak sebentar aja asal sdh kuning coklat wrnnya, angkat, tiriskan. Lakukan sampai semua ayam habis yaa. Selamat mencoba"
opor ayam ala anak kost an,"daging ayam dada potong , bawang merah , bawang putih , lada , santan kental , serai , jahe , lengkuas , penyedap , garam , bumbu opor sdah bumbu dapur","1) Ulek bawang merah, bawang putih, garam, jahe, dan kunyit sampai halus
2) Geprek lengkuas sama serai
3) Tumis bumbu halus, lalu masukkan lengkuas dan serai yg sudah di geprek tadi sampai harum
4) Masukkan santan dan lada. tambah air secukupnya untuk kuah
5) Masukkan daging ayam
6) Kecilkan api (sedang)
7) Icip-icip rasa"
ayam goreng cihuy,"ayam , bumbu ungkep ayam , minyak","1) Siapkan ayam cuci yg bersih lalu setelah selesai dicuci diungkep tambahkan air sampai air habis dimasak
2) Setelah selesai di ungkep, sediakan minyak lalu di goreng hingga matang
3) Silahkan mencoba^^"
sup ayam campur,"dada ayam potong dadu , sayap ayam potong , air matang , kentang kupas , potong dadu , buncis buang serat , potong memanjang , wortel kupas , bulat , cangkir irisan kol , bakso sapi , telur puyuh , batang seledri , minyak goreng , bawang merah , bawang putih , kemiri kekuningan , kunyit , kerat buang sisa bakaran , geprek , lada , air matang , saus tiram , garam , kaldu ayam non msg , mentega margarine","1) Didihkan air, setelah mendidih masukan potongan sayap ayam yang sudah di cuci bersih. Tambahkan seledri. Masak sampai harum, dan air menyusut menjadi 3 gelas. (Pastikan air benar2 mendidih sebelum memasukkan potongan ayam,
2) Haluskan bawang merah, bawang putih, kemiri. Panaskan Minyak, tumis bumbu halus, tambahkan lada & kunyit sampai harum & matang. Masukan ke dalam rebusan kaldu.
3) Tambahkan 2 gelas air matang, masukkan saus tiram & garam. Didihkan kembali, kemudian masukkan Potongan dada Ayam, telur puyuh & bakso, masak sampai matang.
4) Setelah potongan Ayam matang, tambahkan Irisan wortel & potongan kentang masak sampai setengah empuk, kemudian tambahkan buncis. Setelah buncis mulai matang, tambahkan irisan kol. Masak sampai semua matang.
5) Masukkan mentega/margarine. Tambahkan kaldu ayam. Aduk rata, koreksi rasa. Matikan Api. Sajikan hangat dengan irisan daun seledri."
chicken katsu saos teriyaki,"fillet dada ayam , bawang putih , bawang bombai , telur , tepung beras , tepung roti , tepung terigu , tepung maizena larutkan , saos teriyaki , lada , garam","1) Untuk membuat saosnya : 1. tumis bawang putih (cincang) dan bawang bombay. 2. tambahkan air hingga mendidih. 3. masukan saos teriyaki, sambil diaduk. 4. tambahkan larutan maizena, aduk hingga rata dan mengental. 5. masukan garam dan lada, sesuai selera
2) Bersihkan dada ayam, lalu di fillet
3) Siapkan 3 wadah untuk telur (beri lada sedikit), telung terigu + tepung beras (beri lada sedikit), tepung roti (beri lada sedikit)
4) Ayam fillet masukkan ke dalam telur
5) Lalu masukan ke dalam tepung terigu
6) Masukkan lagi ke dalam telur. lalu masukkan lagi ke dalam tepung terigu
7) Masukkan ke dalam telur
8) Lalu masukan ke dalam tepung roti hingga merata
9) Goreng dengan api kecil, angkat jika sudah kecoklatan"
nugget ayam,"dada ayam , wortel parut , bawang bombai rajang halus , bawang putih haluskan , telur , kuning telur , tepung terigu , tepung tapioka , tepung roti panir , putih telur , tepung roti","1) Masukkan potongan² kecil dada ayam ke food processor tambahkan telur..lalu haluskan
2) Setelah halus, masukkan bahan yg lain kemudian aduk sampai rata
3) Taruh adonan di loyang yg dilapisi kertas roti (kertas roti olesi minyak agar adonan tidak lengket)
4) Kukus selama 25menit
5) Setelah matang keluarkan dan potong
6) Celup tiap potongan ke putih telur lalu gulingkan lagi ke tepung roti
7) Goreng sebentar sampai warna kuning keemasan
8) Nugget siap disajikan dengan cocolan saos tomat atau sambal...yyuummii"
ayam panggang teflon bumbu rujak,"ayam dada potong , serai ambil putihnya , daun jeruk , bumbu halus , cabai merah , cabai rawit , bawang putih , bawang merah , biji ketumbar , kemiri , gula merah disisir , garam , minyak menumis , margarin kurleb memanggang","1) Rebus ayam yg telah dicuci bersih hingga matang.
2) Haluskan bumbu dengan blender atau diuleg.
3) Tumis bumbu halus beserta daun jeruk dan serai hingga harum. Kemudian masukkan ayam yang telah direbus tadi tambahkan air rebusan ayam tadi secukupnya sebagai kaldu. Masak hingga bumbu menyusut dan mengental.
4) Panaskan teflon beri sedikit margarin agar tidak lengket.
5) Panggang ayam hingga terlihat sedikit gosong kurleb 10menitan.
6) Setelah dipanggang tambahkan bumbu yang masih tersisa.
7) Ayam panggang siap dinikmati dengan nasi hangat. Pasti lebih nikmat."
gulai ayam bumbu padang,"ayam , kelapa santan , tahu , kentang , btg daun serai , daun salam , daun kunyit , bumbu halus , bawang merah , jahe , kunyit , lengkuas , ketumbar , garam","1) Kelapa diperas sampai 3 kali/ santan yg sdh jadi
2) Giling semua bumbu halus
3) Geprek serai dan lengkuas
4) Masukkan semua bumbu dalam santai
5) Masak santan sampai mendidih sambil diaduk agar santan tercampur dan tidak pecah
6) Setelah santan mendidih, masukkan kentang dan ayam
7) Tunggu sampai ayam menjadi empuk dan diaduk sesekali
8) Masukkan tahu
9) Tunggu sampai ayam benar-benar empuk koreksi rasa
10) Gulai ayam siap dihidangkan"
ayam lada hitam,"daging ayam fillet tipis , paprika merah , tipis memanjang , paprika hijau , tipis memanjang , bawang bombai , memanjang , bumbu rendaman , kecap manis , minyak wijen , bawang putih , cincang halus , merica hitam butiran , tumbuk kasar , bumbu saus , jahe , tipis korek api , saus tiram , gula pasir , garam , kaldu bubuk , kecap manis , tepung maizena , larutkan air pengetal , minyak goreng menumis","1) Masukan daging dan bumbu rendaman aduk rata, simapan dilemari es minimal 30 menit
2) Panaskan minyak diwajan, masukan daging dalam wajan, aduk2 masak hingga daging matang, angkat sisihkan
3) Tumis bawang bombai & jahe hingga bawang bombai kecoklatan, masukan paprika aduk2,masukan tumisan daging ayam, garam, gula, saus tiram, kaldu bubuk, & sisa bumbu rendaman (jika ada) aduk rata
4) Masukan tepung maizena yg telah dicairkan, aduk2 sebentar angkat siap dihidangkan
5) Selamat mencoba"
ceker sayap ayam pedas,"ceker ayam , sayap ayap potong , bawang merah , bawang putih , kunyit , jahe , merica , cabe merah keriting , cabe setan , daun salam , daun bawang , air , garam","1) Rebus ceker dan sayap ayam yang sudah dibersihkan bersama daun salam untuk menghilangkan bau amisnya selama 1/2 jam. Setelah matang tiriskan
2) Kemudian haluskan bumbu2 diatas, setelah halus panaskan minyak untuk menumis bumbu2 yg sudah dihaluskan tadi. Lalu masukkan ceker dan sayap ayam yg sudah direbus tadi, aduk sampai rata kemudian tambahkan air secukupnya dan diamkan hingga bumbunya meresap.
3) Setelah bumbunya meresap sampai kuahnya berkurang. Kemudian tambahkan daun bawang yg sudah dipotong2 lalu angkat.
4) Ceker sayap ayam pedas siap disantap."
opor ayam,"ayam negeri , ketumbar , kunyit , cabai merah rawit , bawang putih cuting , bawang merah , jahe , daun salam , serai , lengkuas , kemiri , minyak , garam , santan kelapa parut , ambil santannya","1) Rebus ayam yang sdh dibersihkan sebentar. Ulek ketumbar, kunyit, cabai rawit, bawang putih dan merah, kasih garam secukupnya, setelah halus ulek jahe dan kemirinya.
2) Selesai mengulek bumbu, panaskan wajan dengan minyak secukupnya.
3) Tumis bumbu yg sudah diulek tadi sampai tumisan matang dan harum.
4) Masukkan daun salam, serai dan lengkuas yang sudah di geprek.
5) Lanjut tumis lg, setelah wangi serai masukkan air sedikit saja. Tunggu sampai mendidih. Masukkan santan.
6) Setelah masukkan santan, masukkan ayam yg sudah direbus sebentar tadi. Aduk"" agar santan tidak pecah yya..
7) Kalau sy pakai mecin sedikit, icip"" rasa jika kurang garam boleh ditambah. Setelah matang angkat dan sajikan untuk keluarga.."
ayam geprek,"ayam potong , tepung bumbu ayam goreng , cabe merah , cabe rawit , bawang merah , bawang putih , minyak goreng , garam penyedap","1) Cuci bersih ayam yang sudah dipotong,
2) Lumurin ayam dengan garam dan lada hitam (kalau saya direbus dulu sebentar biar darahnya bener2 bersih)
3) Siapkan adonan kering dan adonan basah tepung ayam goreng
4) Masukan ayam ke adonan basah terlebih dahulu,setelah itu masukan ke adonan kering
5) Goreng ayam di minyak panas sampai bewarna kecoklatan
6) Ulek cabe beserta bawang,tambahkan garam dan sedikit penyedap rasa (bagi yg mau)
7) Setelah cabe hampir2 halus,geprek ayam diatas cabe yg udah dihaluskan tadi,ayam geprek siap disajikan"
sate ayam home made gak pake ribett,"daging ayam pilih dada , bawang putih goreng , bawang merah rajang tipis , kacang goreng , bawang putih haluskan , gula merah , kecap , garam , minyak , tusuk sate , arang , jeruk nipis","1) Cuci bersih ayam.. Potong daging bentuk dadu kecil2 / sedang lalu tusuk sesuai selera boleh 4/5 potong daging beri perasan jeruk nipis biar tidak amis (sisah kan lemak ayam nya sedikit saja)
2) Siapkan arang nya..klo sudah terlihat bara nya ayam yang sudah bisa siap di bakar lalu beri olesan kecap yg di campur ulekan bawang putih terus bakar lagi.ulangi sampai matang dan selesai
3) Bumbu kacang nya.. Goreng kacang dan bawang putih lalu blend/ulek klo sudah halus.. Tumis bumbu beri minyak secukup nya tambahkan gula merah dan garam beri air secukup nya tambah lemak ayam tadi.. Aduk2 tes rasa dan klo sudah mengental matikan api nya(bumbu kacang akan terlihat berminyak dan gurih)
4) Siram sate ayam yg sudah matang dengan bumbu kacang tambah kan kecap secukupnya.. Terakhir beri persan jeruk nipis dan irisan rajang bawang merah.. Untuk yg suka pedes boleh buat sambal nya.. Klo aq ckup rajang cabe cawit aja.. Selamat mencoba.. Gak kalah sama yg di pinggir jalan.
5) Oh ya... 1/4 kg daging ayam kali ini ku potong2 bisa jadi 20 tusuk dengan isi tiap tusuk 4 potong daging ukuran sedang/kecil... Seperti di pict bun.."
nasi bakar isi ayam tumis,"beras , santan , bawang putih , halus , bawang merah , halus , daun salam , serai , digeprek , garam , minyak goreng , daun pisang membungkus , lidi , isi , filet ayam , potong dadu , wortel , potong dadu , cabai hijau , cabai merah , suka pedas rawit merah , bawang putih , batang daun bawang , kecap manis , garam , suka penyedap , minyak goreng , air","1) Panaskan minyak, tumis bawang merah, bawang putih, serai, daun salam sampai harum.
2) Masukan beras aduk2, lalu masukan santan dan garam aduk rata. masak sampai mendidih dan kering. Lalu kukus sampai nasi matang.
3) Untuk isi : tumis bawang putih, cabai sampai harum. Masukkan wortel dan ayam aduk rata. Tambahkan air. Masukkan penyedap rasa, kecap dan daunbawang, masak sampai kuah kering. Tes rasa jika sudah pas, angkat.
4) Lebarkan daun pisang, tata nasi kemudian taruh isian di tengah2, padatkan. gulung dan sematkan lidi disetiap sisinya. Lakukan sampai habis. Kemudian bakar sampai harum, angkat sajikan."
ayam rica rica kemangi,"ayam ak dada ga pake tulang potong dadu , tomat , daun bawang , jeruk nipis , bawang bombai , kemangi , siangi , bumbu cemplung , serai , geprek , lengkuas , geprek , daun salam , sobek , daun jeruk , sobek , bumbu ulek , bawang putih , bawang merah , kemiri , garam , gula , kaldu , kunir , jahe , cabe mercon , cabe merah keriting , air","1) Peras jeruk d atas ayam yg sudah d potong2, aduk.diamkan 15 menit,kukus ayam.
2) Tumis bombay hingga layu masukan bumbu ulek dan bumhu cemplung,tumis hingga harum.dan matang masukan ayam aduk hingga rata beri air.
3) Setelah meletup2 masukan kemangi dan daun bawang.
4) Sajikann panas panas segerr"
nasi ayam katsu sayuran,"dada ayam fillet kulit tulang , potong kotak wortel , kentang , buncis rebus , tepung crispy , biji telur , bawang putih , bawang merah , tepung maizena , larutkan air , saus tiram , garam , lada , masako","1) Dada ayam, kanan dan kiri. Lumuri dengan tepung crispy, lalu telur, kembali lagi ke tepung. Goreng hingga keemasan. Angkat jika dirasa matang, note : api kecil saja, takut tengah nya ayam belum matang
2) Geprek bawang putih dan bawang merah, tumis hingga harum, masukan garam, lada, gula, Masako secukupnya. Tambahkan air. Masukan rebusan wortel, buncis, dan kentang. Tunggu hingga matang, masukan maizena aduk2 sampai mengental kuahnya
3) Platting : nasi dikepal dengan mangkok, taruh ayam katsu dahulu, siram dengan kuah sayuran atasnya
4) Note : biasanya di resto, side dish nya wortel + kol di potong tipis2 diberi mayonaise atasnya. Tetapi karena saya tetap ingin keluarga saya makan sayur. Maka saya beri sayuran. Jika ingin diberi wortel+kol Monggo"
steak ayam simple banget,"fillet ayam dada , telur , tepung sajiku , saos , bawang putih , bawang bombai , saos indofood extra pedas , saori saos tiram , garam dam gula , air , tepung maizena larutkan , tambahan , wortel , kentang","1) Rebus ayam kemudia lumuri telur dan tepung. Goreng sampe kecoklatan tiriskan
2) Saos : tumis bawang putih tunggu sampe harum (dg api kecil) lalu beri air secukupnya. Tunggu agak mendidih. Kemudian masukan saos indofood,saos tiram,bawang bombay,gula dan garam, koreksi rasa. Lalu masukan tepung maizena (sedikit saja) tunggu sampe mengental dan mendidih. Matikan api
3) Tambahan : rebus wortel dan goreng ketang. Siap sajikan"
creamy herbs chicken,"ayam fillet , lowfat milk , olive oil , garam , daun thyme , daun parsley , rosmary , bawang putih cincang halus , pepper , keju parmesan","1) Lumuri daging ayam dengan garam dan lada. Grill dgn olive oil. Sisihkan
2) Tumis bawang putih hingga harum, masukan daun thyme,rosemary, dan susu,tunggu hingg mendidih, masukan ayam& keju. Jadi.. taburi dengan parsley"
ayam saus ngohiong,"daging ayam , tepung terigu , tepung maizena , air , garam , merica , saus , bawang putih cincang , cabai rawit merah serong , batang daun bawang , bawang bombai panjang , bumbu ngohiong , saus cabai , saus tiram , kecap manis , air , garam , merica","1) Campur tepung terigu, maizena, garam, merica dan air sampai rata dan membentuk adonan kental. Masukkan potongan ayam. Goreng hingga matang. Sisihkan.
2) Tumis bawang putih cincang dan separuh irisan bawang bombai hingga harum. Masukkan cabai.
3) Tambahkan saus tiram, saus sambal, kecap manis, bumbu ngohiong, garam dan merica. Aduk rata. Tambahkan air koreksi rasa.
4) Masukkan sisa potongan bawang bombai dan daun bawang. Tambahkan ayam yang sudah digoreng. Aduk sebentar sampai rata. Angkat.
5) Ayam saus ngohiong siap disajikan bersama nasi putih hangat."
risol ayam jagung manis pedas,"isian , jagung manis disisir , wortel potong dadu , ayam , tangkai daun bawang seledri potong , bawang bombai , terigu dilarutkan encer , saos sambal tomat , kulit lumpia sdh , tepung roti , telur , bumbu isian , bawang merah , bawang putih , merica bubuk , gula pasir , royco , garam , minyak goreng","1) Rebus ayam dengan diberi merica bubuk dan garam selama 20 menit.Setelah matang tiriskan.Tunggu sampai dingin,suwir2 dan buang kulit dan tulangnya.
2) Tumis bawang merah dan putih dengan sedikit minyak sampai harum.Masukkan jagung manis,wortel,daun bawang dan seledri,ayam.Beri sedikit air.Masukkan merica,gula pasir dan garam.Aduk sebentar,kemudian masukkan larutan terigu.Tunggu sampai bahan isian mengental sambil diaduk.Angkat,tunggu sampai agak dingin.
3) Siapkan kulit lumpia,isi kulit dg bahan isian,taburi dg bawang bombay serta saos sambal dan tomat.Lipat dan masukkan ke kocokan telur.Gulingkan pada tepung roti.
4) Panaskan minyak,
5) Goreng risol sampe kuning kecoklatan.Angkat,tiriskan
6) Risol siap dinikmati.Hmm nyummy"
ayam rica kemangi,"potong ayam , daun kemangi , kemiri , cabe rawit merah , bawang merah , bawang putih , jahe , serai ambil putihnya , kaldu jamur , garam , gula , lada & kecap , daun jeruk","1) Rebus ayam sebentar buang buih2 airnya
2) Haluskan: bawang merah, bawang putih, kemiri, cabe, jahe dan sereh.
3) Tumis bumbu halus, setelah berbau harum masukkan daun jeruk. Beri air secukupnya (kurleb 1 gelas).
4) Masukkan ayam, masukkan gula garam lada kaldu jamur dan kecap. Biarkan sampai ayam matang dan kuah menyusut.
5) Sebelum diangkat masukkan daun kemangi. Aduk sebentar. Angkat dan sajikan"
